0	30.103622
1	30.102821
2	32.433311
3	32.609352
4	34.072567
5	30.596891
6	30.295542
7	31.312935
8	32.614872
9	32.440868
10	32.000782
11	33.507908
12	31.740667
13	30.969986
14	30.571882
15	32.788258
16	29.689053
17	29.263288
18	29.697807
19	28.244293
20	30.839098
21	31.007740
22	29.516436
23	27.877228
24	28.647860
25	31.964197
26	28.027128
27	27.808630
28	27.698734
29	28.908306
30	28.003750
31	25.869095
32	27.028316
33	27.315380
34	27.003332
35	27.406933
36	29.846605
37	29.411732
38	30.882679
39	29.645407
40	33.611012
41	31.994530
42	30.141832
43	31.720501
44	32.090652
45	32.505692
46	30.343035
47	30.739222
48	29.114084
49	31.782541
50	30.340399
51	32.739273
52	32.903038
53	28.441341
54	30.515896
55	30.600325
56	31.224831
57	29.255596
58	32.220177
59	30.054617
60	28.165934
61	30.879118
62	34.246311
63	34.099998
64	34.917904
65	35.576538
66	29.417170
67	27.913258
68	29.226868
69	27.397446
70	27.329468
71	28.727861
72	24.389750
73	24.798590
74	26.428963
75	24.116594
76	27.291759
77	24.788906
78	26.654268
79	27.609596
80	27.514357
81	30.026651
82	29.164701
83	25.813173
84	27.901434
85	28.839903
86	28.149954
87	29.810064
88	28.702784
89	27.039600
90	24.532425
91	24.883928
92	26.969238
93	25.052343
94	23.447390
95	25.891502
96	26.198280
97	28.626911
98	24.441971
99	25.838346
100	21.468813
101	24.594713
102	22.749506
103	23.817633
104	24.589426
105	25.387199
106	25.620302
107	24.842302
108	27.232700
109	24.431126
110	25.425186
111	26.554659
112	26.946058
113	28.512632
114	27.086712
115	25.077084
116	22.924438
117	24.100834
118	23.501909
119	23.512976
120	21.546926
121	22.116510
122	24.934711
123	21.623598
124	22.578972
125	23.804621
126	24.400612
127	27.489634
128	22.737852
129	23.686705
130	24.922680
131	22.834183
132	21.725790
133	22.192793
134	22.251741
135	22.510887
136	24.387291
137	24.956160
138	26.619352
139	26.626677
140	25.299210
141	25.248562
142	23.769096
143	24.517344
144	25.924120
145	24.675083
146	25.302959
147	27.212683
148	24.802013
149	29.028608
150	26.836727
151	26.215643
152	28.500000
153	25.560905
154	25.035374
155	21.505816
156	21.574522
157	21.122503
158	23.218311
159	21.656639
160	19.384789
161	21.010712
162	22.050169
163	21.904568
164	22.648840
165	22.077135
166	23.740261
167	26.636251
168	21.253469
169	19.374987
170	19.453535
171	20.951372
172	22.523096
173	20.441626
174	22.024305
175	18.971029
176	19.211714
177	18.782970
178	19.823473
179	19.306475
180	19.984997
181	21.220034
182	21.343382
183	18.584131
184	19.478449
185	20.122129
186	17.748800
187	18.664139
188	15.213154
189	16.549921
190	14.900339
191	18.951254
192	18.903437
193	18.196156
194	18.467274
195	18.649662
196	15.226951
197	18.889681
198	18.087847
199	14.180616
200	14.878841
201	14.074442
202	13.622404
203	14.694897
204	15.535120
205	12.057364
206	14.535476
207	13.364128
208	14.570173
209	10.498096
210	14.067693
211	15.077469
212	14.990663
213	14.400696
214	14.543726
215	13.723702
216	14.224627
217	14.561936
218	12.882935
219	13.758631
220	14.706800
221	10.608489
222	10.534703
223	9.806635
224	11.379366
225	12.114454
226	10.496664
227	9.069177
228	10.132130
229	9.156964
230	8.884820
231	9.416472
232	8.640601
233	8.774395
234	9.233091
235	8.584288
236	8.215838
237	8.897750
238	8.235291
239	9.073042
240	9.183136
241	9.202718
242	8.746431
243	8.740713
244	8.751571
245	8.083315
246	8.798862
247	8.563873
248	8.357030
249	9.291931
250	8.682165
251	8.684468
252	8.122812
253	8.933085
254	9.108784
255	8.266198
256	8.360625
257	8.193901
258	8.443931
259	8.649856
260	8.745856
261	8.908985
262	8.711485
263	8.310234
264	7.943552
265	8.888760
266	9.132906
267	8.090736
268	8.160269
269	9.117563
270	9.284934
271	9.086804
272	8.171290
273	8.897754
274	8.825529
275	8.149233
276	8.618004
277	8.465224
278	8.364208
279	9.184224
280	8.705171
281	8.869044
282	7.782029
283	8.529363
284	8.360620
285	7.355950
286	7.225650
287	8.351048
288	6.581034
289	8.577298
290	7.845381
291	6.185467
292	6.264982
293	7.100705
294	6.846898
295	6.987126
296	6.754259
297	7.190278
298	7.020681
299	6.729783
300	6.607572
301	7.009279
302	6.606813
303	6.610597
304	6.519202
305	6.263386
306	6.964914
307	6.640028
308	6.599999
309	6.717885
310	6.309515
311	6.697014
312	6.565057
313	6.938301
314	6.765355
315	6.823488
316	6.389050
317	7.500665
318	6.670831
319	6.588626
320	6.673833
321	6.671580
322	5.885575
323	6.777905
324	6.819822
325	6.949820
326	6.576471
327	6.669333
328	7.024244
329	6.851274
330	6.854923
331	6.315854
332	5.546170
333	8.063498
334	7.582870
335	6.061353
336	7.679843
337	6.735725
338	6.986413
339	6.947659
340	6.058054
341	6.245802
342	7.601314
343	7.720102
344	5.883025
345	6.464517
346	6.796324
347	6.496917
348	6.326139
349	6.377306
350	6.395307
351	6.307928
352	6.010826
353	7.523959
354	7.411472
355	7.810886
356	7.690903
357	7.819849
358	7.753065
359	8.059777
360	6.325346
361	6.652822
362	6.658080
363	6.481512
364	6.300002
365	7.050529
366	6.533759
367	7.505328
368	7.709731
369	8.086408
370	7.157512
371	6.986417
372	6.733501
373	7.204165
374	6.842508
375	6.694026
376	7.029935
377	6.918819
378	6.603790
379	6.543695
380	7.362743
381	7.542545
382	7.158907
383	6.830812
384	7.108444
385	7.097884
386	6.879682
387	7.078836
388	7.136526
389	6.897827
390	6.963479
391	6.984271
392	7.228417
393	6.809546
394	6.856388
395	7.172167
396	6.621936
397	6.833741
398	6.892021
399	6.531464
400	7.153320
401	6.382006
